Tweet,Affect Dimension
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,0
"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",0
"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",0
Candice on great british bake off with that pout does my head in 👊🏻🙄,0
Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,0
@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,0
Summer officially ends today. #sadness,0
@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,0
"God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single apple–n yet proud of our ancestry?❤️🗿",0
@reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average,0
"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",0
"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",0
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,0
"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",0
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. ",0
"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",0
Muscled man with huge heart is messing with my brain and heart. #lost #confused,0
@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff,0
California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code: WyrdljPyu,0
"@BeenishParvez salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.",0
Is this the Krusty Krab?\n\nNo this is crippling depression,0
@pmo100 @5liveSport .....I heard talk something is a miss. He looks weary.,0
im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary,0
#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me,0
Groom gloom.,0
"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",0
"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",0
@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,0
"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",0
"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",0
"hmm somehow twitter feels really depressing, more like negative today...I think I missed something 😕",0
Feeling worthless as always ,0
I get embarrassed at the slightest things and then I'll fret about it all day I hate it,0
I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,0
You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,0
Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season 💕,0
It's basically a dead skin peel which sounds grim. But it literally gets rid of so much dead skin from your pores.,0
sav tells our mom 'I love you' and she responds 'Oh.' ,0
I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,0
Some Erykah Badu to sedate me 💕,0
Add Donte Moncrief to my dismal situation #blessed.,0
@glenberube @DonnaGrantis @idanielsenbass @HannahJWelton watching this again makes me weep tears of joy and tears of sadness that he's gone,0
"@SquidWasTaken Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa",0
sav tells our mom 'I love you' and she responds 'Oh.' #sad,0
@OzelleM man imagine # Ultra is promoting carnival. I think u need to be the chairperson #serious. Cause am hearing nothing,0
I mourn the creativity lost.,0
"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",0
@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin,0
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",0
I don't get that my parents literally don't see how unhappy I been lately,0
"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",0
whenever I hear concert postponed I think of dismal ticket sales   green day ?,0
@MessYourself why? Do you have depression?,0
@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does,0
@chocorobos I have this one so I'm not so sad.. but wtf,0
This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,0
Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath 😿,0
"@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",0
"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",0
Thank you @Pret 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing,0
"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷",0
@marielleblaine8 @princesskeilani I told pine I didn't want it so I didn't have to have it,0
#RIPKara i could have seen her at a local mall or any school football games. im disheartened,0
New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober,0
@Ashleyavitia_ don't leave me #sad,0
Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong,0
The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,0
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",0
Positive thoughts on these gloom cloudy days,0
you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.,0
The word happiness would lose its meaning if it were not balanced by sadness.,0
come on let's make em hate 😘make em pout they face 👿😩.,0
"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\n“She ran away from me. But I cannot blame her.”",0
Im so unhappy,0
"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",0
@rockcock64 cum and despair,0
@TheCatHeSay I may be #alwayshungry but I haven't sunk that low yet!! @Thereluctantcat,0
"@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed",0
$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,0
It serves a gloomy higher than the wolves of the village,0
@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA,0
All I want to do is watch some netflix but I am stuck here in class. #depressing,0
It hasn't sunk in that I'm meeting the twins,0
If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead,0
Rooney = whipping boy. #mufc #sad,0
First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,0
Time for some despair #SDR3 #despair #fuckthisanime,0
will brawndo cure my depression? @MikeJudge #Idiocracytoday,0
"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",0
I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him 😂😂,0
I'm allowed to sulk,0
And I won't even get started with Hillary and her fancy fundraisers! #depressing,0
@BBCTomEnglish @TimesSport And the dreadful Franglaise.,0
"340:892 All with weary task fordone.\nNow the wasted brands do glow,\nWhilst the scritch-owl, scritching loud,\n#AMNDBots",0
the ending of how I met your mother is dreadful,0
On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life?,0
@zombieisIand yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!,0
@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.,0
"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff",0
"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",0
From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding,0
"@JohnWildy71 something, too confused to type an entire word 😜 See, I can laugh again. My hour of sadness has almost passed",0
@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro,0
"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it ",0
Winner #Champion #school #lastyear #gouniversity #university #me #dark #Black #webstagram #blackandwhite,0
"Those were the times, I thought I can never be sober. But still His grace are beyond my limits 🙏🏾",0
"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",0
"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",0
"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",0
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,0
Y'all tune into Snapchat for Beans funereal,0
Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?,0
"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone",0
@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.,0
@EBled2 Great to have you as our tournament chair and award was #serious,0
"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",0
It's so gloomy outside. I wish it was as cold as it looked,0
"@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored",0
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. ,0
I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,0
On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober,0
"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",0
@dublinwaltz bts' 화양연화 trilogy MV is my all time fav🙌 quite gloomy but beautiful as well✨,0
"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃",0
@AniahROSE I know smh. My heart sunk into my stomach.,0
@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,0
@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,0
"But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!",0
"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",0
"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",0
I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,0
"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.",0
@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',0
"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",0
"because a kitchen sink to you is not a kitchen sink to me, okay friend?",0
"@DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --",0
@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy,0
"@AdamAaronovich Well, there's no need to sulk. You can always request a song, you know.",0
@xxnogard_G88 Welcome to the  dark honey !,0
Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio,0
@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents 😂😂😂😂😂😂,0
People too weak to follow their own dreams will always find a way to discourage yours.,0
@MlaStandard The depth that you've sunk to. You're readership deserves more.,0
"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",0
"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",0
When you have 15 doe run the opposite side of you 🙁 ,0
"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",0
I can't mourn Kid Cudi cause we have Travis Scott...,0
"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move",0
That house on #GrandDesigns isn't in a forest it's in a wibbly wobbly pine plantation,0
"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.",0
People are trying too hard to hate on Cam Newton without understanding his position #sad,0
What do you do?'\n'You are not worthy enough to know.' #what #serious,0
"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",0
I'm throwing myself straight into American Horror Story so I don't have time to grieve,0
ya boy gets mad tired of pine trees,0
Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB,0
"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",0
My heads still in Ibiza but my body is sat at me desk at work #depressing,0
@BigBossPeltonen \nLikewise #death #cutting #despair,0
@thatsabingo grim really,0
"@LVLMLeah Nooooooooooooooooooooo. We have stupid, dismal, lame winters where we maybe get some dangerous ice once.",0
i got his bitch depress,0
"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",0
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,0
"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",0
My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,0
"A tummy full of steak, wine, key lime pine and cuddles on tap. What a way to turn around a stressful Wednesday 💛",0
Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies,0
@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped,0
@ITdominiccoyle @IrishTimesBiz Between Barroso going to Goldman and this the @EU_Commission is getting a very serious self inflicted problem,0
.@billradkeradio is not a fan of The Beat Happening. But that's not to discourage aspiring other Olympia musicians! #KUOWrecord,0
im having the worst week ever and i cant even go home yet to just sulk in my bed,0
Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz ,0
@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues,0
#Drunk people annoy me when I'm #sober lol. | #fact #TeamFollowBack #RockTheReTweet,0
"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",0
Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,0
Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans,0
@charles_gaba @NateSilver538 @DavMicRot @FiveThirtyEight A litany of name-calling. How dull.,0
@trashcami this cured my depression,0
@RiRiMathew even when we're fighting I'm laughing. I probably have serious ingrained issues😂🤗,0
@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂,0
"When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon",0
This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,0
"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.",0
Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost,0
#HRmanagement must discourage the expediency factor from encroaching on the rolling out of a credible #workplaceviolenceprevention policy.,0
"Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too. #grim",0
@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!,0
Never dull moment here,0
"At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -@GlenEwing #lost #podcasting #talkshoe",0
. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly,0
"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",0
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions,0
Cmon blues we are 2 home games away from another CC semi - I love those Wembley away days. Being on anyone at home please! ⚽,0
@hedgegirl I was only joking. I don't have any parents. 😈 #dark,0
@sainsburys Could you ask your Chafford Hundred store to turn on their car park lights? A bit scary these dark nights! Thanks.,0
Never ever been this unhappy before in my life lmao,0
At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society,0
"@GRIPLIKEAVICE_ I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things.",0
@flybe Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers,0
@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,0
"My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home",0
"@darryella it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out 😂",0
I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now 😞,0
My encouragement today is my dog while my head is in a fog. #epicfail #depression #feelingfedup #tired #ihaveheardeverything #wondering,0
@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.,0
No sober weekend 🙂🙂🙂,0
Yet again another night I should've stayed in😊,0
November #canola lost $5.50 to $464.20 per tonne.,0
@BluesfestByron second artist announcement looking good #bluesfest2017  #Music #byronbay,0
"@pureleine though lately with how bad my depression has been i feel like my body is like just, taking what little it can get",0
now im all alone and my joy's turned to moping,0
I hate when it's gloomy outside because it always gets me in a depressing mood,0
So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all.,0
@kelly_welles they were brilliant weren't they? Made me feel v dull not having one. And why no tattoo emoji! This'll have to do... ⚓️ x,0
@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!,0
"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",0
"The labor of love is not cheap or inexpensive, it's the time spent earning it. #lackadaisical #dreamer",0
How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman,0
the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,0
i lost my wallet lol.... again....,0
@keyshamackie it's fucking dreadful for live footy matches,0
"@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",0
@rickygervais my first time in Slough so checked out the new station floor  #LifeOnTheRoad,0
"@Janet_Reid Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal.",0
It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,0
Might go on @RadioX tomorrow to hopefully win a new car. My current one stinks of gone off milk. #grim,0
Dont dull #Dutty_Wednesday,0
@NikhilTikare i like cold gloomy weather,0
My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru  #tumblr,0
My name is John Locke and you can't tell me what I can and can't do #lost #アニメ,0
@CrystiCaro yeah agree - I think it was a family member and they covered up #sad,0
@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad,0
"If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale",0
Damn gud #premiere #LethalWeapon...#funny and #serious,0
#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb,0
Overwhelming sadness.  This too shall pass. #lost #lonley #startingover,0
Idk why people be glorifying depression. I wouldn't wish real depression upon my worst enemy. Shits the worst stop acting like it's cool,0
@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended,3
it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,3
Lol Adam the Bull with his fake outrage...,3
@THATSSHAWTYLO passed away early this morning in a fast and furious styled car crash as he was leaving an ATL strip club. That's rough stuff,3
@Kristiann1125 lol wow i was gonna say really?! haha have you seen chris or nah? you dont even snap me anymore dude!,3
I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 ,3
"And Republicans, you, namely Graham, Flake, Sasse and others are not safe from my wrath, hence that Hillary Hiney-Kissing ad I saw about you",3
@leepg \n\nLike a rabid dog I pulled out the backs of my cupboards looking for a bakewell..Found a french fancie &amp; a mini batternburg #Winner!,3
@MisterAK47 it's very telling that racist bigots always resort to the insult 'fag' like that's worse than being a racist bigot.,3
Follow up. Follow through. Be #relentless. #success,3
@JustinRow10 dude the new madden 17? Haha,3
@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈 #bitter #soreloser,3
Lol little things like that make me so angry x,3
One more day tiff.. One more day!,3
"Me being on my dean really saving a lot of ppl, bc I don't snap nomore &amp; it take so much out of me..",3
Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,3
Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,3
"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",3
I swear I got anger issues but my heart big AF...,3
75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,3
This is a joke @SomersetCCC #fuming,3
I just love it when people make plans for me without actually including me in this process #rage,3
"Be quick to #listen, slow to #speak, and slow to .",3
"@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it.",3
"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter",3
@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter,3
my wasp sting is so itchy,3
"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",3
@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?,3
@Arsenal Giroud's beard is making me angry.,3
@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,3
"@jaybusbee Well, not Archie. No offense but he's kinda old.",3
@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph,3
Me and these burns that I pick up off the pitches don't get on at all like 😢😢 #sting,3
ICQ is just making me mad!!!😤 #icq #angry,3
"If angry, bash out your frustration on the pastry #GBBO",3
.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,3
Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower #anger #rawr #ChicagoPD,3
@talkRobyn oh dear I have to watch this the woman with the pout did well,3
He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,3
@Dak2future decorations are up all over Jersey already #outrage,3
We're going to get City in the next round for a revenge.,3
@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol,3
No respect for people who force their opinions on to others yet get offended when someone does the same to them 😂,3
Here's a tip for everyone: Stop being offended. End. #offended #quit #youredumb #liveyourownlife,3
"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",3
"Ultimately, #KeithScott wasn't the man they were there to hand an arrest warrant to. That's what we know. That's enough to cause outrage.",3
I genuinely think I have anger issues,3
Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal,3
"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",3
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",3
"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  #KGB #G-town #fury",3
When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,3
"All this from a cigarette burning in Laura's hand, the angle of her chin, the purse of her lips.'(104) Gorgeous transition!@laurengrodstein",3
So Rangers v Celtic ll #revenge,3
"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",3
"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! ",3
@NJDDanin123 I personally liked #relentless …didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils,3
I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,3
Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha,3
You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,3
"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",3
I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered,3
@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks ,3
@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ,3
@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail,3
Another loss to city in the cup next 🙈 😂😂 cmon united! ,3
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter,3
Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly,3
@JessicaValenti @nytimes I don't know... Wasn't punk mostly about white men throwing tantrums?,3
Skipping meals is the national way of showing #disappointment and . #wiz,3
"@mdivincenzo9 he's stupid, I hate him lol #bitter",3
@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that's all folks #bb18 now onto #survivor !,3
"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",3
I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,3
Cheap pout my brodcast,3
Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,3
@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical),3
@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,3
When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,3
@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended,3
Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha,3
"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",3
some of the casuals tweets that Vic has faved are making me gag ,3
@Supergold2002 Terence- got a lot of anger issues from my family and school.,3
@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other',3
@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -,3
@JaredLeto Jared + #snap? 💘,3
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,3
Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,3
My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩,3
"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄",3
"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage",3
There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,3
"says, who are you to compared me with the others; I'm just human. #lit #fire ",3
"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.",3
I hope my hustle don't offend nobody,3
ramos does what he does best burning haters with his head,3
@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage,3
"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",3
Follow me on Snapchat 👻 Carlabtst15 #snapchat ,3
"@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don't irritate",3
